gene_name,start,end,seqname,region
COL9A2,40300489,40317813,chr1,chr_1_loc_40250000
SMAP2,40344850,40423326,chr1,chr_1_loc_40250000
ZFP69B,40450102,40463718,chr1,chr_1_loc_40250000
ZFP69,40477290,40496343,chr1,chr_1_loc_40250000
EXO5,40508741,40516038,chr1,chr_1_loc_40500000
ZNF684,40531573,40548167,chr1,chr_1_loc_40500000
RIMS3,40620680,40665682,chr1,chr_1_loc_40500000
KCNQ4,40783787,40840452,chr1,chr_1_loc_40750000
CITED4,40861054,40862363,chr1,chr_1_loc_40750000
SLFNL1,41015589,41023237,chr1,chr_1_loc_41000000
SCMH1,41027202,41242306,chr1,chr_1_loc_41000000
FOXO6,41361922,41383590,chr1,chr_1_loc_41250000
EDN2,41478775,41484683,chr1,chr_1_loc_41250000
ENSG00000284895,41585306,41628816,chr1,chr_1_loc_41500000
GUCA2B,42153410,42155820,chr1,chr_1_loc_42000000
GUCA2A,42162690,42164745,chr1,chr_1_loc_42000000
RIMKLA,42380792,42424232,chr1,chr_1_loc_42250000
ZMYND12,42430329,42456253,chr1,chr_1_loc_42250000
PPCS,42456117,42473385,chr1,chr_1_loc_42250000
PPIH,42658335,42676758,chr1,chr_1_loc_42500000
YBX1,42682418,42703805,chr1,chr_1_loc_42500000
CLDN19,42733093,42740254,chr1,chr_1_loc_42500000
C1orf50,42767245,42779491,chr1,chr_1_loc_42750000
ENSG00000283580,42767292,42794493,chr1,chr_1_loc_42750000
TMEM269,42784991,42816619,chr1,chr_1_loc_42750000
SVBP,42807052,42817397,chr1,chr_1_loc_42750000
ERMAP,42817122,42844991,chr1,chr_1_loc_42750000
ZNF691,42846573,42852477,chr1,chr_1_loc_42750000
SLC2A1,42925353,42958893,chr1,chr_1_loc_42750000
CFAP144,43145153,43156396,chr1,chr_1_loc_43000000
TMEM125,43269983,43274002,chr1,chr_1_loc_43250000
C1orf210,43281877,43285617,chr1,chr_1_loc_43250000
TIE1,43300982,43323108,chr1,chr_1_loc_43250000
MPL,43337818,43354466,chr1,chr_1_loc_43250000
CDC20,43358981,43363203,chr1,chr_1_loc_43250000
ELOVL1,43363398,43368074,chr1,chr_1_loc_43250000
MED8,43383917,43389808,chr1,chr_1_loc_43250000
SZT2,43389882,43454247,chr1,chr_1_loc_43250000
HYI,43450989,43453989,chr1,chr_1_loc_43250000
PTPRF,43525187,43623666,chr1,chr_1_loc_43500000
KDM4A,43650149,43705518,chr1,chr_1_loc_43500000
ARTN,43933320,43937240,chr1,chr_1_loc_43750000
IPO13,43946950,43968022,chr1,chr_1_loc_43750000
DPH2,43970000,43973369,chr1,chr_1_loc_43750000
ATP6V0B,43974487,43978295,chr1,chr_1_loc_43750000
B4GALT2,43978943,43991170,chr1,chr_1_loc_43750000
CCDC24,43991359,43996528,chr1,chr_1_loc_43750000
KLF17,44118821,44135140,chr1,chr_1_loc_44000000
KLF18,44137821,44141631,chr1,chr_1_loc_44000000
DMAP1,44213455,44220681,chr1,chr_1_loc_44000000
TMEM53,44635238,44674481,chr1,chr_1_loc_44500000
ARMH1,44674692,44725591,chr1,chr_1_loc_44500000
RPS8,44775251,44778779,chr1,chr_1_loc_44750000
BEST4,44783585,44788170,chr1,chr_1_loc_44750000
PLK3,44800377,44805990,chr1,chr_1_loc_44750000
DYNLT4,44805893,44807351,chr1,chr_1_loc_44750000
BTBD19,44808523,44815585,chr1,chr_1_loc_44750000
PTCH2,44819844,44843253,chr1,chr_1_loc_44750000
EIF2B3,44850522,44986722,chr1,chr_1_loc_44750000
HECTD3,45002540,45011324,chr1,chr_1_loc_45000000
UROD,45010950,45015575,chr1,chr_1_loc_45000000
HPDL,45326895,45328710,chr1,chr_1_loc_45250000
MUTYH,45329163,45340893,chr1,chr_1_loc_45250000
ENSG00000288208,45329262,45491155,chr1,chr_1_loc_45250000
TOE1,45340052,45343973,chr1,chr_1_loc_45250000
TESK2,45343883,45491163,chr1,chr_1_loc_45250000
MMACHC,45500300,45513382,chr1,chr_1_loc_45500000
PRDX1,45510914,45542732,chr1,chr_1_loc_45500000
AKR1A1,45550543,45570049,chr1,chr_1_loc_45500000
NASP,45583846,45618904,chr1,chr_1_loc_45500000
CCDC17,45620044,45624057,chr1,chr_1_loc_45500000
GPBP1L1,45627304,45688113,chr1,chr_1_loc_45500000
TMEM69,45688181,45694436,chr1,chr_1_loc_45500000
PIK3R3,46040140,46133036,chr1,chr_1_loc_46000000
P3R3URF-PIK3R3,46043661,46176488,chr1,chr_1_loc_46000000
TSPAN1,46175073,46185962,chr1,chr_1_loc_46000000
P3R3URF,46175486,46176488,chr1,chr_1_loc_46000000
POMGNT1,46188683,46220305,chr1,chr_1_loc_46000000
LURAP1,46203334,46221256,chr1,chr_1_loc_46000000
LRRC41,46261196,46303616,chr1,chr_1_loc_46250000
UQCRH,46303698,46316776,chr1,chr_1_loc_46250000
NSUN4,46340789,46365152,chr1,chr_1_loc_46250000
FAAH,46394317,46413848,chr1,chr_1_loc_46250000
TMEM275,46532166,46543969,chr1,chr_1_loc_46500000
KNCN,46545641,46551647,chr1,chr_1_loc_46500000
MKNK1,46557407,46616843,chr1,chr_1_loc_46500000
MOB3C,46607719,46616811,chr1,chr_1_loc_46500000
ATPAF1,46632737,46673867,chr1,chr_1_loc_46500000
TEX38,46668855,46673594,chr1,chr_1_loc_46500000
EFCAB14,46674659,46719146,chr1,chr_1_loc_46500000
CYP4B1,46757838,46819413,chr1,chr_1_loc_46750000
CYP4A11,46929177,46941484,chr1,chr_1_loc_46750000
CYP4X1,47023669,47050751,chr1,chr_1_loc_47000000
CYP4Z1,47067231,47118318,chr1,chr_1_loc_47000000
CYP4A22,47137435,47149727,chr1,chr_1_loc_47000000
PDZK1IP1,47183582,47191044,chr1,chr_1_loc_47000000
TAL1,47216290,47232225,chr1,chr_1_loc_47000000
STIL,47250139,47314892,chr1,chr_1_loc_47250000
CMPK1,47333790,47394866,chr1,chr_1_loc_47250000
FOXE3,47416285,47418052,chr1,chr_1_loc_47250000
FOXD2,47438044,47440691,chr1,chr_1_loc_47250000
TRABD2B,47760528,47997385,chr1,chr_1_loc_47750000
SLC5A9,48222685,48248644,chr1,chr_1_loc_48000000
SPATA6,48295373,48472208,chr1,chr_1_loc_48250000
ELAVL4,50024029,50203772,chr1,chr_1_loc_50000000
DMRTA2,50417550,50423443,chr1,chr_1_loc_50250000
CDKN2C,50960745,50974634,chr1,chr_1_loc_50750000
C1orf185,51102221,51148086,chr1,chr_1_loc_51000000
TTC39A,51287258,51345116,chr1,chr_1_loc_51250000
NRDC,51789191,51878805,chr1,chr_1_loc_51750000
RAB3B,51907956,51990700,chr1,chr_1_loc_51750000
TXNDC12,52020131,52055191,chr1,chr_1_loc_52000000
ENSG00000285839,52020153,52033350,chr1,chr_1_loc_52000000
KTI12,52032103,52033810,chr1,chr_1_loc_52000000
BTF3L4,52056199,52090716,chr1,chr_1_loc_52000000
CC2D1B,52345723,52366205,chr1,chr_1_loc_52250000
ORC1,52372829,52404423,chr1,chr_1_loc_52250000
PRPF38A,52404602,52420836,chr1,chr_1_loc_52250000
GPX7,52602371,52609051,chr1,chr_1_loc_52500000
SHISAL2A,52633168,52669683,chr1,chr_1_loc_52500000
COA7,52684449,52698347,chr1,chr_1_loc_52500000
ZYG11A,52842511,52894998,chr1,chr_1_loc_52750000
ECHDC2,52895910,52927212,chr1,chr_1_loc_52750000
PODN,53062052,53085501,chr1,chr_1_loc_53000000
SLC1A7,53087179,53142638,chr1,chr_1_loc_53000000
CPT2,53196792,53214197,chr1,chr_1_loc_53000000
CZIB,53214099,53220634,chr1,chr_1_loc_53000000
MAGOH,53226900,53238518,chr1,chr_1_loc_53000000
DMRTB1,53459399,53467488,chr1,chr_1_loc_53250000
GLIS1,53506237,53739164,chr1,chr_1_loc_53500000
NDC1,53765478,53838463,chr1,chr_1_loc_53750000
YIPF1,53851719,53889798,chr1,chr_1_loc_53750000
DIO1,53891239,53911086,chr1,chr_1_loc_53750000
IFT25,53916574,53945699,chr1,chr_1_loc_53750000
LRRC42,53946085,53968168,chr1,chr_1_loc_53750000
LDLRAD1,54007298,54018186,chr1,chr_1_loc_54000000
TMEM59,54026681,54053504,chr1,chr_1_loc_54000000
TCEANC2,54053584,54112519,chr1,chr_1_loc_54000000
ENSG00000256407,54132686,54200073,chr1,chr_1_loc_54000000
CDCP2,54132687,54153770,chr1,chr_1_loc_54000000
CYB5RL,54169651,54200036,chr1,chr_1_loc_54000000
MRPL37,54184041,54225464,chr1,chr_1_loc_54000000
ACOT11,54542257,54639192,chr1,chr_1_loc_54500000
FAM151A,54609181,54623556,chr1,chr_1_loc_54500000
MROH7,54641754,54710266,chr1,chr_1_loc_54500000
MROH7-TTC4,54641786,54742308,chr1,chr_1_loc_54500000
TTC4,54715861,54742657,chr1,chr_1_loc_54500000
PARS2,54756898,54764523,chr1,chr_1_loc_54750000
TTC22,54779712,54801323,chr1,chr_1_loc_54750000
LEXM,54806063,54842252,chr1,chr_1_loc_54750000
DHCR24,54849627,54887195,chr1,chr_1_loc_54750000
TMEM61,54980628,54992288,chr1,chr_1_loc_54750000
PCSK9,55039447,55064852,chr1,chr_1_loc_55000000
USP24,55066359,55215378,chr1,chr_1_loc_55000000
PRKAA2,56645314,56715335,chr1,chr_1_loc_56500000
C8A,56854768,56918223,chr1,chr_1_loc_56750000
C8B,56929207,56974383,chr1,chr_1_loc_56750000
TACSTD2,58575433,58577252,chr1,chr_1_loc_58500000
MYSM1,58643440,58700090,chr1,chr_1_loc_58500000
JUN,58776845,58784048,chr1,chr_1_loc_58750000
HOOK1,59814786,59876322,chr1,chr_1_loc_59750000
CYP2J2,59893308,59926773,chr1,chr_1_loc_59750000
TM2D1,61681046,61725423,chr1,chr_1_loc_61500000
L1TD1,62194849,62212328,chr1,chr_1_loc_62000000
USP1,62436297,62451804,chr1,chr_1_loc_62250000
ANGPTL3,62597520,62606313,chr1,chr_1_loc_62500000
ATG4C,62784132,62865516,chr1,chr_1_loc_62750000
FOXD3,63322567,63325128,chr1,chr_1_loc_63250000
ALG6,63367575,63438553,chr1,chr_1_loc_63250000
EFCAB7,63523372,63572693,chr1,chr_1_loc_63500000
PGM1,63593411,63660245,chr1,chr_1_loc_63500000
AK4,65147549,65232145,chr1,chr_1_loc_65000000
LEPROT,65420587,65436007,chr1,chr_1_loc_65250000
DYNLT5,66752459,66779047,chr1,chr_1_loc_66750000
INSL5,66797740,66801276,chr1,chr_1_loc_66750000
DNAI4,66812885,66924856,chr1,chr_1_loc_66750000
MIER1,66924895,66988619,chr1,chr_1_loc_66750000
C1orf141,67092165,67231853,chr1,chr_1_loc_67000000
IL12RB2,67307364,67398724,chr1,chr_1_loc_67250000
SERBP1,67407810,67430415,chr1,chr_1_loc_67250000
GADD45A,67685201,67688334,chr1,chr_1_loc_67500000
DIRAS3,68045886,68051717,chr1,chr_1_loc_68000000
WLS,68098473,68233120,chr1,chr_1_loc_68000000
RPE65,68428822,68449954,chr1,chr_1_loc_68250000
DEPDC1,68474152,68497221,chr1,chr_1_loc_68250000
LRRC40,70144805,70205579,chr1,chr_1_loc_70000000
ANKRD13C,70258999,70354734,chr1,chr_1_loc_70250000
CTH,70411218,70439851,chr1,chr_1_loc_70250000
ZRANB2,71063291,71081289,chr1,chr_1_loc_71000000
LRRIQ3,74026015,74198187,chr1,chr_1_loc_74000000
FPGT,74198238,74234086,chr1,chr_1_loc_74000000
ERICH3,74568117,74673792,chr1,chr_1_loc_74500000
CRYZ,74705482,74733408,chr1,chr_1_loc_74500000
LHX8,75128434,75161533,chr1,chr_1_loc_75000000
RABGGTB,75786197,75795086,chr1,chr_1_loc_75750000
MSH4,75796882,75913242,chr1,chr_1_loc_75750000
ASB17,75918873,75932404,chr1,chr_1_loc_75750000
PIGK,77088989,77219430,chr1,chr_1_loc_77000000
ZZZ3,77562416,77683419,chr1,chr_1_loc_77500000
MIGA1,77779624,77879540,chr1,chr_1_loc_77750000
NEXN,77888513,77943895,chr1,chr_1_loc_77750000
FUBP1,77944055,77979110,chr1,chr_1_loc_77750000
IFI44L,78619902,78646145,chr1,chr_1_loc_78500000
IFI44,78649796,78664078,chr1,chr_1_loc_78500000
TTLL7,83865024,83999150,chr1,chr_1_loc_83750000
PRKACB,84078062,84238498,chr1,chr_1_loc_84000000
SAMD13,84298366,84389957,chr1,chr_1_loc_84250000
DNASE2B,84398484,84415018,chr1,chr_1_loc_84250000
RPF1,84479259,84498352,chr1,chr_1_loc_84250000
SPATA1,84506300,84567379,chr1,chr_1_loc_84500000
CTBS,84549611,84574480,chr1,chr_1_loc_84500000
SSX2IP,84643706,84690803,chr1,chr_1_loc_84500000
LPAR3,84811602,84893206,chr1,chr_1_loc_84750000
MCOLN2,84925583,84997113,chr1,chr_1_loc_84750000
MCOLN3,85018082,85048500,chr1,chr_1_loc_85000000
SYDE2,85156889,85201724,chr1,chr_1_loc_85000000
BCL10,85265776,85276632,chr1,chr_1_loc_85250000
CCN1,85580761,85584589,chr1,chr_1_loc_85500000
ZNHIT6,85649417,85708433,chr1,chr_1_loc_85500000
ODF2L,86346824,86396342,chr1,chr_1_loc_86250000
CLCA2,86424171,86456553,chr1,chr_1_loc_86250000
CLCA4,86547078,86580754,chr1,chr_1_loc_86500000
SH3GLB1,86704570,86748184,chr1,chr_1_loc_86500000
SELENOF,86862445,86914424,chr1,chr_1_loc_86750000
LMO4,87328880,87348923,chr1,chr_1_loc_87250000
GTF2B,88852633,88891944,chr1,chr_1_loc_88750000
KYAT3,88935773,88992953,chr1,chr_1_loc_88750000
RBMXL1,88979456,88992960,chr1,chr_1_loc_88750000
GBP3,89006679,89022894,chr1,chr_1_loc_89000000
GBP1,89051882,89065360,chr1,chr_1_loc_89000000
GBP2,89106132,89150456,chr1,chr_1_loc_89000000
GBP7,89131742,89176009,chr1,chr_1_loc_89000000
GBP4,89181144,89198942,chr1,chr_1_loc_89000000
GBP5,89256189,89272860,chr1,chr_1_loc_89250000
GBP6,89364059,89388160,chr1,chr_1_loc_89250000
LRRC8B,89524829,89597861,chr1,chr_1_loc_89500000
ENSG00000288629,89579592,89579654,chr1,chr_1_loc_89500000
LRRC8D,89821014,89936611,chr1,chr_1_loc_89750000
BARHL2,90711539,90717302,chr1,chr_1_loc_90500000
HFM1,91260766,91404856,chr1,chr_1_loc_91250000
CDC7,91500851,91525764,chr1,chr_1_loc_91500000
EPHX4,92029985,92063538,chr1,chr_1_loc_92000000
SETSIP,92074533,92075411,chr1,chr_1_loc_92000000
BTBD8,92080305,92184725,chr1,chr_1_loc_92000000
C1orf146,92217915,92245813,chr1,chr_1_loc_92000000
RPAP2,92299059,92402056,chr1,chr_1_loc_92250000
GFI1,92473043,92486925,chr1,chr_1_loc_92250000
RPL5,92832013,92841924,chr1,chr_1_loc_92750000
DIPK1A,92832737,92961522,chr1,chr_1_loc_92750000
MTF2,93079235,93139079,chr1,chr_1_loc_93000000
TMED5,93149742,93180516,chr1,chr_1_loc_93000000
DR1,93345907,93369493,chr1,chr_1_loc_93250000
DNTTIP2,93866284,93879918,chr1,chr_1_loc_93750000
GCLM,93885199,93909456,chr1,chr_1_loc_93750000
F3,94529173,94541759,chr1,chr_1_loc_94500000
SLC44A3,94820342,94895246,chr1,chr_1_loc_94750000
CNN3,94896949,94927223,chr1,chr_1_loc_94750000
TLCD4,95117355,95197607,chr1,chr_1_loc_95000000
TLCD4-RWDD3,95117923,95247225,chr1,chr_1_loc_95000000
RWDD3,95234210,95247225,chr1,chr_1_loc_95000000
PLPPR4,99264292,99309590,chr1,chr_1_loc_99250000
PALMD,99646113,99694541,chr1,chr_1_loc_99500000
AGL,99850361,99924023,chr1,chr_1_loc_99750000
MFSD14A,100038095,100083377,chr1,chr_1_loc_100000000
SASS6,100083563,100132955,chr1,chr_1_loc_100000000
TRMT13,100133150,100150496,chr1,chr_1_loc_100000000
LRRC39,100148448,100178267,chr1,chr_1_loc_100000000
DBT,100186919,100249834,chr1,chr_1_loc_100000000
RTCA,100266216,100292769,chr1,chr_1_loc_100250000
GPR88,100538139,100542021,chr1,chr_1_loc_100500000
VCAM1,100719742,100739045,chr1,chr_1_loc_100500000
EXTL2,100872372,100895179,chr1,chr_1_loc_100750000
SLC30A7,100896076,100981757,chr1,chr_1_loc_100750000
S1PR1,101236865,101243713,chr1,chr_1_loc_101000000
OLFM3,101802560,101996926,chr1,chr_1_loc_101750000
RNPC3,103525691,103555239,chr1,chr_1_loc_103500000
AMY2B,103553815,103579534,chr1,chr_1_loc_103500000
AMY2A,103617427,103625780,chr1,chr_1_loc_103500000
AMY1A,103655760,103664554,chr1,chr_1_loc_103500000
AMY1B,103687415,103696454,chr1,chr_1_loc_103500000
PRMT6,107056674,107067636,chr1,chr_1_loc_107000000
SLC25A24,108134043,108200849,chr1,chr_1_loc_108000000
NBPF4,108222464,108244081,chr1,chr_1_loc_108000000
NBPF6,108450282,108471920,chr1,chr_1_loc_108250000
EEIG2,108560089,108644900,chr1,chr_1_loc_108500000
HENMT1,108648290,108661526,chr1,chr_1_loc_108500000
PRPF38B,108692310,108702928,chr1,chr_1_loc_108500000
FNDC7,108712908,108742749,chr1,chr_1_loc_108500000
AKNAD1,108815898,108963484,chr1,chr_1_loc_108750000
GPSM2,108875350,108934545,chr1,chr_1_loc_108750000
CLCC1,108881885,108963527,chr1,chr_1_loc_108750000
TAF13,109062496,109076012,chr1,chr_1_loc_109000000
TMEM167B,109090764,109096934,chr1,chr_1_loc_109000000
CFAP276,109105951,109113857,chr1,chr_1_loc_109000000
ELAPOR1,109113679,109206781,chr1,chr_1_loc_109000000
SARS1,109213918,109238182,chr1,chr_1_loc_109000000
PSRC1,109279556,109283186,chr1,chr_1_loc_109250000
MYBPHL,109292365,109307011,chr1,chr_1_loc_109250000
SORT1,109309568,109397918,chr1,chr_1_loc_109250000
PSMA5,109399042,109426448,chr1,chr_1_loc_109250000
SYPL2,109466546,109482134,chr1,chr_1_loc_109250000
ATXN7L2,109483479,109492804,chr1,chr_1_loc_109250000
AMIGO1,109504178,109509738,chr1,chr_1_loc_109500000
GPR61,109539872,109548406,chr1,chr_1_loc_109500000
GNAI3,109548615,109600195,chr1,chr_1_loc_109500000
GNAT2,109603091,109619929,chr1,chr_1_loc_109500000
AMPD2,109616104,109632051,chr1,chr_1_loc_109500000
GSTM4,109656099,109665496,chr1,chr_1_loc_109500000
GSTM2,109668022,109709551,chr1,chr_1_loc_109500000
GSTM1,109687814,109709039,chr1,chr_1_loc_109500000
GSTM3,109733932,109741038,chr1,chr_1_loc_109500000
EPS8L3,109750080,109764027,chr1,chr_1_loc_109750000
CSF1,109910242,109930992,chr1,chr_1_loc_109750000
STRIP1,110031577,110074641,chr1,chr_1_loc_110000000
ALX3,110059870,110070672,chr1,chr_1_loc_110000000
UBL4B,110112443,110113947,chr1,chr_1_loc_110000000
SLC6A17,110150494,110202202,chr1,chr_1_loc_110000000
RBM15,110338506,110346681,chr1,chr_1_loc_110250000
SLC16A4,110362851,110391082,chr1,chr_1_loc_110250000
LAMTOR5,110401249,110407942,chr1,chr_1_loc_110250000
PROK1,110451149,110457358,chr1,chr_1_loc_110250000
KCNA10,110517217,110519175,chr1,chr_1_loc_110500000
KCNA2,110519837,110631474,chr1,chr_1_loc_110500000
KCNA3,110653560,110674940,chr1,chr_1_loc_110500000
CD53,110871188,110899922,chr1,chr_1_loc_110750000
LRIF1,110947190,110963965,chr1,chr_1_loc_110750000
DRAM2,111117163,111140203,chr1,chr_1_loc_111000000
CEPT1,111139479,111185104,chr1,chr_1_loc_111000000
DENND2D,111185969,111204535,chr1,chr_1_loc_111000000
CHI3L2,111200771,111243440,chr1,chr_1_loc_111000000
CHIA,111290851,111320566,chr1,chr_1_loc_111250000
PIFO,111346600,111353013,chr1,chr_1_loc_111250000
OVGP1,111414319,111427735,chr1,chr_1_loc_111250000
WDR77,111439890,111449256,chr1,chr_1_loc_111250000
ATP5PB,111448864,111462773,chr1,chr_1_loc_111250000
C1orf162,111473792,111478512,chr1,chr_1_loc_111250000
RAP1A,111542218,111716691,chr1,chr_1_loc_111500000
DDX20,111754832,111775602,chr1,chr_1_loc_111750000
KCND3,111770662,111989668,chr1,chr_1_loc_111750000
CTTNBP2NL,112396214,112463456,chr1,chr_1_loc_112250000
ST7L,112523514,112620825,chr1,chr_1_loc_112500000
CAPZA1,112619805,112671616,chr1,chr_1_loc_112500000
MOV10,112673141,112700756,chr1,chr_1_loc_112500000
RHOC,112701127,112707434,chr1,chr_1_loc_112500000
ENSG00000271810,112702614,112711433,chr1,chr_1_loc_112500000
PPM1J,112709994,112715332,chr1,chr_1_loc_112500000
TAFA3,112718905,112727235,chr1,chr_1_loc_112500000
SLC16A1,112911847,112957593,chr1,chr_1_loc_112750000
LRIG2,113073198,113132260,chr1,chr_1_loc_113000000
RSBN1,113761832,113812476,chr1,chr_1_loc_113750000
PTPN22,113813811,113871753,chr1,chr_1_loc_113750000
BCL2L15,113876816,113887581,chr1,chr_1_loc_113750000
AP4B1,113894194,113905201,chr1,chr_1_loc_113750000
DCLRE1B,113904619,113914086,chr1,chr_1_loc_113750000
HIPK1,113929324,113977869,chr1,chr_1_loc_113750000
SYT6,114089291,114153880,chr1,chr_1_loc_114000000
BCAS2,114567557,114581629,chr1,chr_1_loc_114500000
DENND2C,114582848,114670422,chr1,chr_1_loc_114500000
AMPD1,114673090,114695618,chr1,chr_1_loc_114500000
NRAS,114704469,114716771,chr1,chr_1_loc_114500000
SIKE1,114769479,114780685,chr1,chr_1_loc_114750000
SYCP1,114854863,114995370,chr1,chr_1_loc_114750000
TSHB,115029826,115034302,chr1,chr_1_loc_115000000
TSPAN2,115048011,115089503,chr1,chr_1_loc_115000000
NGF,115285904,115338770,chr1,chr_1_loc_115250000
VANGL1,115641970,115698224,chr1,chr_1_loc_115500000
NHLH2,115836377,115843917,chr1,chr_1_loc_115750000
MAB21L3,116111399,116138149,chr1,chr_1_loc_116000000
ATP1A1,116372668,116410261,chr1,chr_1_loc_116250000
CD58,116514534,116571039,chr1,chr_1_loc_116500000
IGSF3,116574399,116667755,chr1,chr_1_loc_116500000
CD2,116754430,116769229,chr1,chr_1_loc_116750000
PTGFRN,116909916,116990353,chr1,chr_1_loc_116750000
CD101,117001750,117036552,chr1,chr_1_loc_117000000
TTF2,117060326,117107453,chr1,chr_1_loc_117000000
TRIM45,117111060,117122587,chr1,chr_1_loc_117000000
VTCN1,117143587,117210960,chr1,chr_1_loc_117000000
TENT5C,117606048,117628389,chr1,chr_1_loc_117500000
GDAP2,117863485,117929621,chr1,chr_1_loc_117750000
WDR3,117929720,117966543,chr1,chr_1_loc_117750000
TBX15,118883046,118989556,chr1,chr_1_loc_118750000
WARS2,119031216,119140654,chr1,chr_1_loc_119000000
HAO2,119368779,119394130,chr1,chr_1_loc_119250000
HSD3B2,119414931,119423035,chr1,chr_1_loc_119250000
HSD3B1,119507198,119515054,chr1,chr_1_loc_119500000
ZNF697,119619377,119648266,chr1,chr_1_loc_119500000
PHGDH,119648411,119744218,chr1,chr_1_loc_119500000
REG4,119794017,119811580,chr1,chr_1_loc_119750000
ADAM30,119893533,119896515,chr1,chr_1_loc_119750000
SEC22B,120150898,120176520,chr1,chr_1_loc_120000000
NBPF8,120415035,120469676,chr1,chr_1_loc_120250000
PPIAL4A,120889771,120890530,chr1,chr_1_loc_120750000
FAM72B,121167646,121185539,chr1,chr_1_loc_121000000
H3-7,143894544,143905977,chr1,chr_1_loc_143750000
FAM72C,143955287,143971986,chr1,chr_1_loc_143750000
PPIAL4E,144372875,144373634,chr1,chr_1_loc_144250000
NBPF15,144421390,144461676,chr1,chr_1_loc_144250000
PPIAL4F,144592893,144593652,chr1,chr_1_loc_144500000
FAM72D,145095974,145112696,chr1,chr_1_loc_145000000
PPIAL4D,145241415,145242174,chr1,chr_1_loc_145000000
NBPF20,145289900,145425603,chr1,chr_1_loc_145250000
GPR89A,145607988,145670650,chr1,chr_1_loc_145500000
PDZK1,145670852,145708148,chr1,chr_1_loc_145500000
CD160,145719471,145739288,chr1,chr_1_loc_145500000
POLR3C,145824053,145844402,chr1,chr_1_loc_145750000
NUDT17,145845630,145848954,chr1,chr_1_loc_145750000
PIAS3,145848522,145859836,chr1,chr_1_loc_145750000
ANKRD35,145866560,145885866,chr1,chr_1_loc_145750000
ITGA10,145891208,145910111,chr1,chr_1_loc_145750000
PEX11B,145911350,145918717,chr1,chr_1_loc_145750000
ENSG00000289565,145917714,145926741,chr1,chr_1_loc_145750000
RBM8A,145921556,145927678,chr1,chr_1_loc_145750000
ENSG00000280778,145927258,145977811,chr1,chr_1_loc_145750000
LIX1L,145933423,145958017,chr1,chr_1_loc_145750000
ANKRD34A,145959441,145964575,chr1,chr_1_loc_145750000
POLR3GL,145964690,145978848,chr1,chr_1_loc_145750000
TXNIP,145992435,145996579,chr1,chr_1_loc_145750000
HJV,146017468,146036746,chr1,chr_1_loc_146000000
NBPF10,146064711,146229000,chr1,chr_1_loc_146000000
NOTCH2NLA,146146203,146229041,chr1,chr_1_loc_146000000
PPIAL4H,146344006,146344765,chr1,chr_1_loc_146250000
NBPF12,146938324,146996202,chr1,chr_1_loc_146750000
PRKAB2,147155106,147172550,chr1,chr_1_loc_147000000
FMO5,147175351,147243050,chr1,chr_1_loc_147000000
BCL9,147541501,147626216,chr1,chr_1_loc_147500000
ENSG00000288626,147611590,147611796,chr1,chr_1_loc_147500000
ACP6,147629652,147670524,chr1,chr_1_loc_147500000
GJA5,147756199,147773362,chr1,chr_1_loc_147750000
GJA8,147902795,147909269,chr1,chr_1_loc_147750000
GPR89B,147928393,147993592,chr1,chr_1_loc_147750000
NBPF11,148102047,148152322,chr1,chr_1_loc_148000000
PPIAL4G,148482548,148483302,chr1,chr_1_loc_148250000
NBPF14,148531385,148679742,chr1,chr_1_loc_148500000
NOTCH2NLB,148600285,148679746,chr1,chr_1_loc_148500000
NBPF9,149052186,149103561,chr1,chr_1_loc_149000000
NOTCH2NLC,149390621,149471833,chr1,chr_1_loc_149250000
PPIAL4C,149583848,149584607,chr1,chr_1_loc_149500000
FCGR1A,149782671,149791675,chr1,chr_1_loc_149750000
H2BC18,149782689,149812373,chr1,chr_1_loc_149750000
H3C13,149813225,149813693,chr1,chr_1_loc_149750000
H4C14,149832657,149839767,chr1,chr_1_loc_149750000
H3C14,149840687,149841208,chr1,chr_1_loc_149750000
H2AC18,149842218,149842750,chr1,chr_1_loc_149750000
H2AC19,149851061,149851594,chr1,chr_1_loc_149750000
H3C15,149852608,149853125,chr1,chr_1_loc_149750000
H4C15,149854045,149861159,chr1,chr_1_loc_149750000
H2BC21,149884459,149886682,chr1,chr_1_loc_149750000
H2AC20,149886918,149887411,chr1,chr_1_loc_149750000
H2AC21,149887469,149887965,chr1,chr_1_loc_149750000
BOLA1,149887890,149900798,chr1,chr_1_loc_149750000
SV2A,149903318,149917844,chr1,chr_1_loc_149750000
SF3B4,149923317,149927803,chr1,chr_1_loc_149750000
MTMR11,149928651,149936879,chr1,chr_1_loc_149750000
VPS45,150067279,150145329,chr1,chr_1_loc_150000000
PLEKHO1,150149183,150164720,chr1,chr_1_loc_150000000
ANP32E,150218417,150236156,chr1,chr_1_loc_150000000
